,C,H,O,N,C13,S,P,Na,MolForm,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,kmass,kdefect,NOSC,GFE,AI,AI_Mod,DBE,DBE_O,DBE_AI,ElComposition,bs1_class,bs2_class,bs3_class
202.045756,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.820149903857,0.17985009614253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.053319,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.827704458944,0.172295541055917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.058625,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.833004534217,0.16699546578289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.083119,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.857471183998,0.142528816002113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.09624,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.870577532972,0.12942246702795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.09769,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.872025913889,0.127974086110896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.107755,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.88207967522,0.117920324779817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.1084927,9,17,4,1,0,0,0,0,C9H17NO4,0.444444444444444,1.88888888888889,0.111111111111111,0,NA,201.882816551498,0.117183448502232,-0.666666666666667,79.3,0,0,2,-2,-3,CHNO,Protein,Protein,Other
202.114335,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.888652327933,0.111347672066586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.120762,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.895072151488,0.104927848512204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.16782,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.942077606105,0.0579223938954101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.194959,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.969186302455,0.0308136975452555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.203928,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.978145287589,0.0218547124107999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.218731,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.992931758427,0.00706824157282426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.221149,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,201.995347058467,0.00465294153323725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.231414,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.005600596476,0.994399403523914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.238488,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.012666697584,0.987333302415522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.26606,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.040207910443,0.959792089557027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.312067,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.086163538616,0.913836461384221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.344907,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.118966869178,0.881033130821635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.353688,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.127738064235,0.872261935764669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.354073,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.128122634341,0.871877365659117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.355943,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.129990546282,0.870009453717813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.391571,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.165578763739,0.834421236260908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.415432,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.189413120333,0.810586879666658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.418344,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.192321868768,0.807678131231881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.436157,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.210114978613,0.789885021386795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.437044,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.211000988181,0.788999011818959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.441769,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.215720712204,0.784279287796153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.45277,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.226709428389,0.773290571611057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.462182,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.236110918866,0.763889081134295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.468753,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.242674581628,0.757325418371636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.470638,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.244557476821,0.755442523179454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.477347,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.251258985491,0.748741014508795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.492506,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.266401058816,0.733598941183629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.497002,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.270892038543,0.729107961457373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.516285,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.290153506973,0.709846493027442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.523986,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.297845907967,0.702154092032828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.535414,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.30926114736,0.690738852639726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.5445,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.318337001851,0.681662998148511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.555151,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.32897610885,0.67102389115027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.564234,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.338048966691,0.661951033309208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.573656,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.347460446001,0.652539553998565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.574026,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.347830032856,0.652169967143891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.576722,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.350523022478,0.649476977521573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.600502,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.374276469518,0.625723530481991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.609423,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.38318750825,0.616812491750323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.610436,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.384199377125,0.615800622875156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.612895,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.386655631383,0.613344368616509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.640026,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.413756336666,0.586243663333505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.644232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.417957640209,0.582042359790677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.645297,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.419021451021,0.580978548979175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.645799,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.419522890483,0.580477109516863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.682179,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.45586226825,0.544137731749885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.68486,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.458540274622,0.541459725378445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.688236,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.46191250495,0.538087495050206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.696038,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.469705793167,0.530294206833105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.704261,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.477919611292,0.522080388708332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.708703,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.482356651315,0.517643348685226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.712317,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.48596661589,0.514033384109894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.723158,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.496795510733,0.503204489267347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.724441,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.498077078123,0.501922921876627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.730358,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.503987471148,0.496012528851679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.753171,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.526774997949,0.473225002051294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.753695,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.527298412846,0.472701587154376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.760936,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.53453132748,0.465468672519677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.761258,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.534852967932,0.465147032067733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.764943,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.538533853228,0.46146614677167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.784438,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.558007084937,0.441992915062826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.79189,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.565450763967,0.434549236032581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.79838,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.571933517175,0.428066482824562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.808611,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.582153093149,0.417846906850542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.813126,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.58666305166,0.413336948339889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.827727,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.601247748053,0.398752251946917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.827875,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.601395582795,0.398604417205064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.8283305,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.60185057418,0.398149425820435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.844676,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.618177822648,0.381822177351751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.853271,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.626763225394,0.373236774605544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.861594,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.635076931858,0.364923068141707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.87736,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.650825327402,0.349174672598139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.880905,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.654366369023,0.345633630976806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.906093,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.679526243877,0.320473756122624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.915775,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.68919743287,0.310802567130338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.956902,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.730278510094,0.269721489905919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.961061,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.734432866118,0.265567133882485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.980506,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.753856153657,0.246143846343216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.9977615,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.771092386011,0.228907613988667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.000462,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.773789870609,0.226210129391092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.011533,7,9,5,0,0,0,1,0,C7H9O5P,0.714285714285714,1.28571428571429,0,0.142857142857143,0,202.784848508631,0.215151491368601,-0.571428571428571,76.5857142857143,0,0.142857142857143,4,-1,-2,CHOP,Tannin,Tannin,Phytochemical
203.047635,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.820910196816,0.179089803184297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.051573,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.82484379961,0.17515620039029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.0561417,8,12,6,0,0,0,0,0,C8H12O6,0.75,1.5,0,0,NA,202.829407398158,0.17059260184152,0,60.3,0,0,3,-3,-3,CHO,Carbohydrate,Carbohydrate,Other
203.061583,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.834842622354,0.165157377645698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.06916,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.842411161808,0.1575888381916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.072354,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.845601595359,0.154398404640546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.089477,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.862705475665,0.137294524335317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.0925074,9,16,5,0,0,0,0,0,C9H16O5,0.555555555555556,1.77777777777778,0,0,NA,202.865732491893,0.13426750810703,-0.666666666666667,79.3,0,0,2,-3,-3,CHO,Amino Sugar,Amino Sugar,Other
203.103739,8,16,4,2,0,0,0,0,C8H16N2O4,0.5,2,0.25,0,NA,202.876951550588,0.123048449411925,-0.25,67.425,0,0,2,-2,-4,CHNO,Protein,Protein,Protein
203.104758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.877969412764,0.122030587236424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.107113,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.88032178315,0.119678216850474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.114317,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.887517739099,0.112482260901231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.128921,10,20,4,0,0,0,0,0,C10H20O4,0.4,2,0,0,NA,202.902105432142,0.0978945678581056,-1.2,94.5,0,0,1,-3,-3,CHO,Protein,Protein,Other
203.132182,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.90536279088,0.09463720911981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.187868,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.960986611395,0.0390133886048716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.191566,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.964680482175,0.0353195178247461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.191751,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.964865275603,0.0351347243973805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.22572,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,202.998796345514,0.00120365448626103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.248281,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.0213321537,0.978667846300397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.252735,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.025781180323,0.974218819676594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.256401,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.029443086835,0.970556913164927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.257053,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.030094358806,0.969905641193947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.257294,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.030335089703,0.9696649102967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.270766,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.043792046748,0.95620795325226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.274999,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.048020320142,0.951979679857885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.276823,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.049842283447,0.950157716552582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.28063,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.053645032517,0.94635496748279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.295088,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.068086888585,0.931913111414758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.300039,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.073032360254,0.926967639745584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.326413,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.09937691081,0.900623089189594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.3583575,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.131285741296,0.868714258703676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.376238,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.14914627577,0.850853724229722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.408263,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.181135516369,0.81886448363079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.417922,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.190783731043,0.809216268956504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.41984,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.192699589388,0.807300410612442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.43919,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.212027983005,0.787972016995298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.461872,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.234684656081,0.765315343919127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.485,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.257786831149,0.742213168850526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.487054,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.259838537635,0.740161462365307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.504092,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.276857512852,0.723142487148294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.511537,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.284294199698,0.715705800301805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.514766,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.287519594168,0.712480405832054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.526752,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.299492210493,0.700507789506759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.542356,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.315078786927,0.684921213072528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.547968,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.320684520518,0.679315479481886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.567806,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.34050036923,0.659499630769915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.580904,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.353583743886,0.646416256113696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.58513,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.357805025097,0.642194974903077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.599257,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.371916250763,0.628083749237476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.61562,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.388260979691,0.611739020309443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.618989,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.391626217835,0.608373782164961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.635433,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.408051856318,0.591948143682231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.653079,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.425678152636,0.574321847363507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.679537,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.452106609397,0.547893390602638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.679728,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.452297396125,0.547702603874939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.686112,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.458674267694,0.541325732306376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.688601,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.461160488454,0.53883951154603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.694425,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.466977985324,0.533022014676476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.703976,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.476518320592,0.523481679408377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.716708,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.489236103927,0.510763896073314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.718357,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.490883262639,0.509116737361467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.759774,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.532254016046,0.467745983953677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.789239,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.561686115164,0.438313884835878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.7946445,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.567085579335,0.432914420665469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.7991269,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.571562974247,0.428437025753368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.811687,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.584109049527,0.415890950473226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.815417,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.587834884575,0.412165115424557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.824575,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,203.596982658671,0.403017341329161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
